Format Version,1.23,Take Name,4_2_stat,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2020-06-18 04.26.22.118 ,Total Frames in Take,1965,Total Exported Frames,1965,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,weight,weight,weight,weight,weight,weight,weight,Unlabeled 1380,Unlabeled 1380,Unlabeled 1380,Unlabeled 1381,Unlabeled 1381,Unlabeled 1381,Unlabeled 1382,Unlabeled 1382,Unlabeled 1382,Unlabeled 1383,Unlabeled 1383,Unlabeled 1383,Unlabeled 1384,Unlabeled 1384,Unlabeled 1384,Unlabeled 1385,Unlabeled 1385,Unlabeled 1385,Unlabeled 1386,Unlabeled 1386,Unlabeled 1386,Unlabeled 1387,Unlabeled 1387,Unlabeled 1387,Unlabeled 1388,Unlabeled 1388,Unlabeled 1388,Unlabeled 1389,Unlabeled 1389,Unlabeled 1389,Unlabeled 1390,Unlabeled 1390,Unlabeled 1390,Unlabeled 1391,Unlabeled 1391,Unlabeled 1391,Unlabeled 1392,Unlabeled 1392,Unlabeled 1392,Unlabeled 1393,Unlabeled 1393,Unlabeled 1393,weight:Marker1,weight:Marker1,weight:Marker1,weight:Marker2,weight:Marker2,weight:Marker2,weight:Marker3,weight:Marker3,weight:Marker3
,ID,"1A3DA98FB15F11EAF2D8E94110B04097","1A3DA98FB15F11EAF2D8E94110B04097","1A3DA98FB15F11EAF2D8E94110B04097","1A3DA98FB15F11EAF2D8E94110B04097","1A3DA98FB15F11EAF2D8E94110B04097","1A3DA98FB15F11EAF2D8E94110B04097","1A3DA98FB15F11EAF2D8E94110B04097","DD230","DD230","DD230","DD350","DD350","DD350","DD360","DD360","DD360","DD370","DD370","DD370","DD380","DD380","DD380","DD3A0","DD3A0","DD3A0","DD3B0","DD3B0","DD3B0","DD3D0","DD3D0","DD3D0","DD3E0","DD3E0","DD3E0","DD410","DD410","DD410","DD420","DD420","DD420","DD430","DD430","DD430","DD440","DD440","DD440","DD450","DD450","DD450","DD400","DD400","DD400","DD3F0","DD3F0","DD3F0","DD3C0","DD3C0","DD3C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.686744,0.652385,-0.108099,0.301813,0.056887,0.202449,0.346529,0.358144,0.427471,0.017985,0.346110,0.417673,0.274092,0.225696,0.294061,0.133444,0.206461,0.293443,0.164089,0.203887,0.692237,0.141941,0.093383,0.558254,-0.140855,0.088932,0.294368,-0.141809,0.064941,0.274925,0.403226,0.062410,0.539916,0.406750,-0.031384,0.294882,0.115900,-0.050662,0.693949,0.129280,-0.071006,0.294810,0.137622,-0.188581,0.423214,-0.009310,-0.201273,0.416981,0.250993,0.046684,0.171650,0.360536,0.047787,0.232802,0.361501,0.076191,0.202895,0.317551
1,0.002778,-0.686764,0.652390,-0.108003,0.301792,0.056884,0.202450,0.346534,0.358144,0.427470,0.017983,0.346114,0.417674,0.274090,0.225700,0.294062,0.133444,0.206461,0.293441,0.164087,0.203886,0.692236,0.141940,0.093382,0.558255,-0.140852,0.088931,0.294371,-0.141806,0.064942,0.274924,0.403227,0.062411,0.539917,0.406752,-0.031386,0.294883,0.115899,-0.050664,0.693949,0.129279,-0.071006,0.294810,0.137619,-0.188581,0.423216,-0.009308,-0.201273,0.416982,0.250992,0.046686,0.171654,0.360539,0.047782,0.232799,0.361513,0.076185,0.202897,0.317550
2,0.005556,-0.686693,0.652475,-0.107980,0.301777,0.056886,0.202448,0.346532,0.358146,0.427471,0.017986,0.346111,0.417671,0.274090,0.225698,0.294058,0.133443,0.206462,0.293440,0.164087,0.203883,0.692238,0.141941,0.093381,0.558255,-0.140852,0.088931,0.294371,-0.141804,0.064941,0.274926,0.403225,0.062409,0.539916,0.406754,-0.031385,0.294880,0.115900,-0.050664,0.693950,0.129277,-0.071008,0.294811,0.137623,-0.188579,0.423215,-0.009310,-0.201274,0.416981,0.250991,0.046681,0.171653,0.360538,0.047792,0.232794,0.361512,0.076184,0.202896,0.317546
3,0.008333,-0.686762,0.652418,-0.107970,0.301746,0.056884,0.202448,0.346531,0.358143,0.427474,0.017982,0.346114,0.417673,0.274090,0.225700,0.294061,0.133446,0.206461,0.293443,0.164087,0.203898,0.692241,0.141945,0.093383,0.558252,-0.140849,0.088932,0.294370,-0.141807,0.064948,0.274931,0.403227,0.062410,0.539915,0.406752,-0.031383,0.294881,0.115900,-0.050662,0.693949,0.129278,-0.071005,0.294810,0.137622,-0.188578,0.423211,-0.009314,-0.201272,0.416984,0.250992,0.046684,0.171648,0.360542,0.047787,0.232798,0.361508,0.076182,0.202899,0.317544
4,0.011111,-0.686684,0.652532,-0.107892,0.301707,0.056885,0.202450,0.346533,0.358146,0.427472,0.017985,0.346115,0.417674,0.274088,0.225695,0.294062,0.133443,0.206460,0.293442,0.164087,0.203886,0.692236,0.141941,0.093385,0.558253,-0.140851,0.088930,0.294371,-0.141809,0.064945,0.274932,0.403229,0.062409,0.539915,0.406752,-0.031384,0.294883,0.115899,-0.050662,0.693949,0.129281,-0.071007,0.294809,0.137621,-0.188581,0.423216,-0.009309,-0.201271,0.416983,0.250995,0.046682,0.171653,0.360541,0.047798,0.232798,0.361515,0.076176,0.202900,0.317544
5,0.013889,-0.686713,0.652502,-0.107874,0.301712,0.056883,0.202450,0.346534,0.358145,0.427471,0.017986,0.346112,0.417673,0.274091,0.225696,0.294063,0.133445,0.206459,0.293443,0.164086,0.203903,0.692241,0.141940,0.093382,0.558252,-0.140850,0.088932,0.294371,-0.141805,0.064942,0.274924,0.403227,0.062409,0.539918,0.406755,-0.031383,0.294884,0.115899,-0.050662,0.693949,0.129279,-0.071001,0.294811,0.137623,-0.188581,0.423215,-0.009307,-0.201276,0.416985,0.250993,0.046684,0.171653,0.360540,0.047793,0.232798,0.361516,0.076172,0.202901,0.317547
